#Sun_1.0,Mercury_1.651e-07,Venus_2.44e-06,Earth_3e-06,Mars_3.22e-07,Jupiter_0.000954
#t = 0 
0.0,0.0,0.0,0.0,0.0,0.0
0.387,0.0,0.0,0.0,1.578,0.0
0.72,0.0,0.0,0.0,1.175,0.0
1.0,0.0,0.0,0.0,1.0,0.0
1.54,0.0,0.0,0.0,0.8,0.0
5.2,0.0,0.0,0.0,0.438,0.0
#t = 0.25 
1.376789087605321e-06,4.682652530994203e-08,0.0,1.0972446925959585e-05,5.56903219258898e-07,0.0
0.19490399810633224,0.32623382849829413,0.0,-1.4057187148400037,0.7803302351749328,0.0
0.6605431782790535,0.28561663420191874,0.0,-0.46910992853163497,1.077917208450228,0.0
0.968913194930545,0.24740396347708352,0.0,-0.24739761143439476,0.9689126653800066,0.0
1.526843006543765,0.19942999340063816,0.0,-0.10511219289449301,0.79316336922995,0.0
5.198844337080101,0.10949188813820347,0.0,-0.009244963920447696,0.4379026598210308,0.0
#t = 0.5 
5.446296993663475e-06,3.591757689456316e-07,0.0,2.147277097579612e-05,2.0715454995277993e-06,0.0
-0.1942069219486402,0.3100811480375622,0.0,-1.3877409132654566,-0.9287027652689267,0.0
0.49184571266690263,0.5239702669107708,0.0,-0.8617936684469124,0.8019454115389344,0.0
0.8775858603555352,0.4794255752033076,0.0,-0.479411556239866,0.877582526957237,0.0
1.4875873969637814,0.39545015487139196,0.0,-0.20850317910257873,0.7727552694285418,0.0
5.195377857450065,0.21893510965070542,0.0,-0.01848585503942861,0.43761068086502736,0.0
#t = 0.75 
1.205237751985837e-05,1.1261255880751597e-06,0.0,3.126133086979508e-05,4.11049574963555e-06,0.0
-0.3556295951499752,-0.055928229639353615,0.0,0.2544303091566345,-1.6771236662603477,0.0
0.2415008633830366,0.6752756185377109,0.0,-1.1129558849261287,0.3909854689456198,0.0
0.7316967084414735,0.6816385806746909,0.0,-0.6816164651960694,0.7316870243734128,0.0
1.4228766563367654,0.5847015206950645,0.0,-0.3084727065642479,0.7390807145220831,0.0
5.18960208816666,0.3282810187334582,0.0,-0.02771860308963858,0.4371241882182823,0.0
#t = 1.0 
2.103207958415939e-05,2.427278643464003e-06,0.0,4.051011223688958e-05,6.321053065955364e-06,0.0
-0.09515892260476501,-0.3570043849256595,0.0,1.5822816885524893,-0.481333777164285,0.0
-0.04913684297142131,0.7137342704420286,0.0,-1.1791811633137623,-0.08826834508932915,0.0
0.5403167872585694,0.8414699208888059,0.0,-0.8414402647514795,0.5402968755262415,0.0
1.3337745600904043,0.7639266355390693,0.0,-0.4033621650210265,0.6926463653891048,0.0
5.181519573355033,0.4374810113430809,0.0,-0.03693914202703651,0.43644339092918194,0.0
#t = 1.25 
3.232746646156764e-05,4.311569361887868e-06,0.0,4.942953186842619e-05,8.734237668570767e-06,0.0
0.2802059679152908,-0.26130363514542615,0.0,1.1169237672763594,1.138005399963042,0.0
-0.33248631797790656,0.6315424075307977,0.0,-1.0458435341361065,-0.5577521398598054,0.0
0.3143965118964085,0.9492963809048671,0.0,-0.9492600485494004,0.3143622746823144,0.0
1.221260399531089,0.9306536325811804,0.0,-0.49191303700156347,0.6339003611104078,0.0
5.171087711178902,0.5469221128504133,0.0,-0.046180190372692574,0.4355646938373483,0.0
#t = 1.5 
4.5749544269958874e-05,6.820190420171578e-06,0.0,5.785833309396743e-05,1.1364812259725992e-05,0.0
0.37206712175359263,0.104643506750253,0.0,-0.4433048586964392,1.5168403510404767,0.0
-0.5582663898189467,0.4424611379918216,0.0,-0.7340743046075758,-0.9334591437480899,0.0
0.06977401868126284,0.9975585009031135,0.0,-0.9975160811688213,0.06972121248151358,0.0
1.0880975716918933,1.0806395129024446,0.0,-0.5719034349615715,0.564213033937186,0.0
5.158394215582069,0.6556836636919282,0.0,-0.055364047179234904,0.43449547722714027,0.0
#t = 1.75 
6.120715310306382e-05,1.0000342005732829e-05,0.0,6.569660633763566e-05,1.4066700215139252e-05,0.0
0.09380375160868609,0.3644927565275044,0.0,-1.585817868588033,0.3483857584180174,0.0
-0.6888985742464819,0.17802763020390347,0.0,-0.29561211343416,-1.151508838020226,0.0
-0.17918183989430272,0.9837947405273914,0.0,-0.9837458368243613,-0.1792576924355873,0.0
